price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
749 000 zł;Cena za m²: 15604.17 zł/m²;48;3;Parter;Wtórny;;Pozostałe;"OPIS
Oferta prywatna.

Na sprzedaż 3 pokojowe, rozkładowe mieszkanie na cichym i spokojnym Muranowie.
Mieszkanie ma 48m2, północno- południowa ekspozycja dwustronna sprawia, że mieszkanie jest jasne (również kuchnia, w każdym pomieszczeniu okna).

Budynek z 1964r. został wyremontowany, ocieplony, wymienione zostały piony wodno- kanalizacyjne, odnowione klatki schodowe. Mieszkanie znajduje się na parterze w 3 piętrowym budynku.

Mieszkanie to 3 niezależne pokoje, osobna słoneczna kuchnia i łazienka. Jest rozkładowe, pozwala na aranżacje przestrzeni do własnych potrzeb, połączenie kuchni z pokojem.

Kuchnia została świeżo wyremontowana, jest w pełni wyposażona, widna. Mieszkanie nie wymaga dużych nakładów finansowych. Ze względu na lokalizacje (bliskość ciągów komunikacyjnych, metra, restauracji, blisko centrum handlowe Arkadia) świetnie nadaje się na wynajem zarówno krótko jak i długoterminowy.

Mieszkanie jest schludne, na podłodze oryginalny parkiet, do mieszkania przynależy piwnica.
Okolica jest cicha i spokojna, w pobliżu znajduje się dużo zieleni. Dobrze skomunikowane, blisko centrum.

Czynsz to 568zł/ msc. Mieszkanie spółdzielczo własnościowe, bez wad prawnych.

Oferta jest prywatna, bez pośredników.
Serdecznie zapraszam do kontaktu i oglądania";Wola;2025-03-22;https://www.olx.pl/d/oferta/rozkladowe-jasne-3-pokojowe-mieszkanie-na-cichym-muranowie-CID3-ID14FOmQ.html
780 000 zł do negocjacji;Cena za m²: 15294.12 zł/m²;51;3;;Wtórny;;Blok;"OPIS
ZOBACZ VIDEO SPACER PO MIESZKANIU, SKOPIUJ DO PRZEGLĄDARKI:
youtu.be/vPLCEq1_o_8

Mieszkanie na Służewcu dostępne od ręki! Sprzedam bezpośrednio!

9 POWODÓW, DLA KTÓRYCH TO MIESZKANIE TO IDEALNY WYBÓR:
1. 10 piętro / ostatnie (mega ciche, nikt nie tupie nam nad głową)
2. słoneczne i bardzo jasne i narożne (wywietrzysz je w 2 minuty!)
3. piękny widok na panoramę Warszawy i Pałac Kultury (w nocy efekt WOW!)
4. idealna lokalizacja, 2 min pieszo do Galerii Mokotów i 10 do metra!
5. 3 bardzo ustawne pokoje i osobna jasna kuchnia
6. mieszkanie jest odświeżone, gotowe do zamieszkania lub pod wynajem
7. BALKON I KLIMATYZACJA!
8. tuż pod domem duża siłownia Zdrofit (ze świetnymi zajęciami tańca)
8. mega mili właściciele :)

MIESZKANIE:
3 pokoje
- salon z balkonem
- 2 sypialnie
- oddzielna widna kuchnia z nowymi szafkami
- łazienka z wanną
- w przedpokoju wbudowana szafa
- na podłodze drewniany parkiet

BUDYNEK:
- 2 nowe windy
- monitoring
- pod budynkiem duży parking

OKOLICA + KOMUNIKACJA MIEJSKA
- w bloku obok sklep spożywczy i stacja benzynowa 24h.
- pozostałe budynki na osiedlu w dużym oddaleniu
- 3 min pieszo od Galerii Mokotów
- 10 min pieszo do metra Wilanowska
- 15 min pieszo do metra Służew
- pod blokiem przystanki autobusowe
- przystanek tramwajowy 3min pieszo

ASPEKTY PRAWNE MIESZKANIA:
- pełna własność
- mieszkanie z księgą wieczystą

Serdecznie zapraszam do kontaktu :)
Agencje zapraszam TYLKO z konkretnym klientem.";Mokotów;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-mokotow-51m2-3-pokoje-video-klima-balkon-piwnica-CID3-ID14TRo4.html
699 000 zł;Cena za m²: 16255.81 zł/m²;43;2;2;Wtórny;;Blok;"OPIS
Na sprzedaż bardzo przyjemne mieszkanie na warszawskim Ursynowie, przy ulicy Na Uboczu

- 43 mkw
- dwa pokoje i oddzielna kuchnia
- 2 piętro
- ekspozycja północ południe bardzo ładny widok z okien
- bardzo jasne
- czyste i schludne
- możliwość przeniesienia kuchni do salonu
- piwnica i duży balkon
- spółdzielcze prawo własnościowe z możliwością założenia Księgi wieczystej
- od zaraz";Praga-Północ;;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-ursynow-CID3-ID14IB5D.html
690 000 zł;Cena za m²: 10803.19 zł/m²;63,87;2;4;Wtórny;;Blok;"OPIS
Na sprzedaż – 2 pokojowe mieszkanie w cichej i spokojnej czesci Ursusa

Warszawa – Ursus, ul. Czerwona Droga
64 m² | 2 pokoje | 4 piętro
Cena: 690 000 zł

Funkcjonalny układ – 2 pokoje oraz oddzielna duża kuchnia idealne dla rodziny lub pod wynajem.
Lokalizacja – blisko wjazdu za S8, szybki dojazd do centrum
Pełna infrastruktura – w pobliżu szkoła przedszkola, żłobki, sklepy.
Stan do wprowadzenia– zamieszkaj od razu!!!

Umów się po więcej informacji
53*******78";Ursus;2025-03-22;https://www.olx.pl/d/oferta/rezerwacja-mieszkanie-gotowe-CID3-ID14GNmJ.html
1 627 900 zł do negocjacji;Cena za m²: 22382.79 zł/m²;72,73;3;4;Wtórny;;Kamienica;"OPIS
** Oferta bezpośrednia, bez prowizji **

Mamy przyjemność zaprezentować Państwu przestronne 3 pokojowe mieszkanie usytuowane w kamienicy w samym sercu Powiśla.

Ze względu na rozkład i lokalizację to idealne mieszkanie pod wynajem lub dla rodziny.

Lokalizacja

- Mieszkanie znajduje się na ulicy Zajęczej w Warszawie, idealna dla osób ceniących bliskość centrum i tętniące życiem Powiśla.
- Dogodna komunikacja miejska: stacja metra Centrum Nauki Kopernik 4 minuty pieszo, przystanki autobusowe 2 minuty
- Duża ilość terenów zielonych, parków i obszarów rekreacyjnych (m.in. Park Kazimierzowski, Park im. Marszałka Edwarda Rydza-Śmigłego, skwer Bohdana Wodiczki, tereny zielone nad Wisłą)
- Ścieżki rowerowe
- Piekarnie, warzywniaki, cukiernie, sklepy spożywcze (w tym Biedronka, Lidl, Żabki), Rossmann, bar mleczny, restauracje, kawiarnie - wszystko w zasięgu 2-3 minut piechotą od mieszkania
- Elektrownia Powiśle w odległości 300 metrów
- Biblioteka Uniwersytecka i ogrody na dachu 400 metrów
- Centrum Nauki Kopernik 400 metrów
- Bulwary Wiślane 400 metrów
- Wystarczy krótki spacer, żeby dojść na Stare Miasto i do Multimedialnego Parku Fontann
- Przedszkole i szkoła 200 metrów
- Paczkomaty 50 metrów, poczta 400 metrów

Mieszkanie:

- Pełna własność z księgą wieczystą
- Czwarte piętro (brak windy, wygodna klatka schodowa)
- Jasne, dwustronne, z widokiem na ul. Zajęczą oraz patio
- Powierzchnia użytkowa: 72,73 m².
- Przedpokój 8m² z pojemną szafą w zabudowie
- Trzy duże oddzielne pokoje (19 m², 13 m², 14 m²)
- Oddzielna kuchnia (15 m²) ze sprzętem AGD (lodówka, zamrażarka, zmywarka, płyta gazowa, piekarnik, wyciąg kuchenny).
- Łazienka (3,65 m²) z dużą kabiną prysznicową i pralką
- Balkon francuski
- W salonie oraz w sypialniach oryginalny parkiet dębowy
- Do lokalu przynależy piwnica
- Możliwość wynajmu miejsca parkingowego przed budynkiem
- Do mieszkania podłączony jest Internet światłowodowy.

Budynek:

Mieszkanie znajduje się na ostatnim, czwartym piętrze w przedwojennej kamienicy z 1930 roku. Wszystkie rury i elektryka zostały wymienione. W planach remont elewacji. Strych do użytku mieszkańców. Spokojne sąsiedztwo.

Zapraszam Państwa na prezentację.

-
Niniejszy opis jest informacją handlową i nie stanowi oferty w rozumieniu kodeksu cywilnego";Śródmieście;2025-03-21;https://www.olx.pl/d/oferta/kamienica-73m2-na-powislu-bez-prowizji-CID3-ID10LJXR.html
900 000 zł do negocjacji;Cena za m²: 18750 zł/m²;48;3;2;Wtórny;;Blok;"OPIS
Dzień dobry ,
Mam na sprzedaż swoje mieszkanie 3 pokoje 47m usytuowane na pięknym zielonym osiedlu w Warszawie na Żoliborzu przy Ul.Izabelli.
Rozkład mieszkania jest dwustronny ,wsch-poł.zachód.
Oddzielnie widna kuchnia ,wc, łazienka .balkon z pokoju dziennego
Mieszkanie w bloku z lat 70. Piętro 2 z 4 (bez windy)
Okna PCV, piony wszystko wymienione - PCV,w mieszkaniu znajduje się gaz.
Wysokość pomieszczeń 2.50cm
Na parterze znajduje się dla mieszkańców zamykana wózkownia .
Duża piwnica 6m2
Z tyłu za blokiem parking ogólnodostępny,dodatkowo pilot do parkingu dla mieszkańców, z czasem istnieje możliwość zakupu miejsca parkingowego w abonamencie do lokalu.
Spółdzielcze prawo własnościowe do lokalu bez kw, z możliwością założenia kw przez przyszłego właściciela przy akcie notarialnym ,dodatkowo w przyszłości istnieje możliwość wyodrębnienia własności ,spółdzielnia ma grunty uregulowane.

Mieszkanie znajduje się w bardzo dobrym punkcie komunikacyjnym ,do metra włościańska spacerem 15 minut, do metra pl Wilsona 5 min autobusem.
Bardzo blisko przystanki tramwajowe i autobusowe zaledwie 5 minut spacerem przez osiedle.
Bardzo dobry dojazd do centrum.
Blisko galeria Żoliborz, sklepy spożywcze ,apteka,fryzjer ,kosmetyczka,restauracje.Nieopodal znajduje się przedszkole ,dwie szkoły podstawowe i liceum.
Dojazd do CH Westfield Arkadia zajmuje nam 5 minut autem. 3 przystanki tramwajem.

Mieszkanie jest do remontu ,nie musimy ograniczać się do tego co już jest ,wiadomo że kupujemy dla siebie aby cieszyć się z mieszkania i od razu aranżujemy je do swoich potrzeb i według swojego gustu.
Lokal stoi pusty.
Czynsz miesięczny z zaliczkami i opłatą za śmieci wynosi około 700 zł
Sąsiedzi są bardzo mili ,eleganccy i spokojni.
Dodatkowo zdjęcie poglądowe mieszkania-wizualizacja pomieszczeń.
Sprzedaję Bezpośrednio prywatnie swoje mieszkanie ,nie współpracuję z agencjami i pośrednikami.
Tel 88*******40";Żoliborz;2025-03-22;https://www.olx.pl/d/oferta/mieszkanie-3-pokoje-warszawa-zoliborz-bezposrednio-CID3-ID14VEjw.html
309 000 zł;Cena za m²: 14714.29 zł/m²;21;1;Parter;Wtórny;;Blok;"OPIS
Dostępne lokale w metrażach od 17,62 m2 w cenie od 279 000 zł brutto.

Zdjęcia przedstawiają konkretną inwestycję, konkretny lokal, oraz wizualizacje wykończenia.

Na sprzedaż nowy lokal / mikro-kawalerka o powierzchni 20,11 m2 położona na parterze w budynku 2 piętrowym.

Lokal nowy, wykończony, gotowy do umeblowania. Zdjęcia umeblowanego lokalu przedstawiają jedynie wizualizację wykończenia!

Wysokość ok 300 cm! Duże okno, lokal bardzo dobrze doświetlony. Bardzo dobry rozkład, z miejscem na szafę wnękową.

Wszystkie lokale wykończone w takim samym standardzie.

Nieruchomość składa się z:
- pokoju dziennego z aneksem kuchennym,
(wykończenie: na podłodze panele, okno PCV, na ścianach gładzie pomalowane na biało, podłączenia pod kuchnię),
- łazienka z WC, kabina prysznicowa, umywalka z szafką, miejsce na pralkę.

Kameralna inwestycja. Budynek po generalnym remoncie i modernizacji, ukończony i oddany do użytkowania we wrześniu 2023 roku. Zamieszkały.

Dostępne miejsca postojowe przed budynkiem, ogólnodostępne.

Czynsz 19,05 zł / mkw ( bez zaliczek na wodę i ogrzewanie).

Możliwość dokupienia komórki lokatorskiej w cenie od 10 000 tyś brutto.

Stan prawny: Pełna własność, KW.

Świetna lokalizacja i komunikacja ok. 900m do stacji WKD Warszawa Al. Jerozolimskie, 1,7 km do stacji kolejowej Warszawa – Włochy, komunikacja autobusowa na ul. Popularnej (linie 127, 178, 191, 228, N85).

Bliski dostęp do Al. Jerozolimskich, trasy ekspresowej S 8 i autostrady A 2 jak również do lotniska Chopina 7 km)
Sąsiedztwo licznych centrów handlowych Castorama, Blue City, Reduta, liczne biurowce.

Cena całkowita: 309 000 zł brutto z VATem (23%).
Możliwość odliczenia.

Brak PCC! Kupujący zwolniony z podatku od czynności cywilno-prawnych 2%.

Możliwość zarządzania najmem.

Pomagamy w przygotowaniu lokalu do wynajmu (projekt, wykonanie).

Lokale inwestycyjne, usługowe, biurowe. Idealna propozycja na wynajem krótko, średnio czy długoterminowy, jak też siedzibę firmy. Zwrot kapitału. Idealna inwestycja!

Gorąco polecam i zapraszam na prezentację!";Włochy;2025-03-22;https://www.olx.pl/d/oferta/nowa-mikro-kawalerka-vat-23-CID3-ID14RdSz.html
899 000 zł;Cena za m²: 22951.24 zł/m²;39,17;2;6;Wtórny;;Apartamentowiec;"OPIS
Sprzedam
Atrakcyjny 2 pokojowy apartament 39,17m2 na Mokotowie, w biznesowym sercu Warszawy z bezpłatnym dostępem do siłowni i wypożyczalni rowerów.

Apartament znajduje się w budynku o znakomitej, nowoczesnej architekturze, osiedle ogrodzone, z całodobową ochroną, zielonym dziedzińcem oraz placem zabaw. Na parterze znajduje się przystanek autobusowy, sklepy spożywcze, restauracje, 300 metrów do Biedronki i pionierskiej publicznej nowoczesnej szkoły, 500 metrów do Galerii Mokotów.

Nieruchomość z 2017 roku , starannie wykończona i umeblowana, po generalnym remoncie i wymianie mebli na nowe - gotowy do wprowadzenia się.
Wysmakowany design, nowoczesność i dbałość o detale wyróżniają je od innych.

Mieszkanie składa się salonu z aneksem kuchennym, przytulnej sypialni, przedpokoju, łazienki i balkonu.

W salonie znajduje się nowa duża przytulna sofa, 2 stoliki kawowe, srebrna konsola oraz obrazy. W kuchni znajdują się sprzęty AGD – lodówko-zamrażarka, piekarnik, płyta indukcyjna, zmywarka, stół z 4 krzesłami. W sypialni duże wygodne łóżko z pojemnikiem na pościel i materacem, z dwiema szafkami z lampami nocnymi oraz 4 drzwiową garderobą. W przedpokoju znajduje się 3 drzwiowa garderoba, lustro i nowoczesny videodomofon. Łazienka z prysznicem, szafką umywalkową i pralką. Na balkonie meble balkonowe. W salonie i sypialni jest klimatyzacja.

Umeblowanie i wyposażenie jest wliczone w cenę!

Jest możliwość dokupienia wygodnego miejsca parkingowego podziemnego w cenie 50 000zł. (dostępne są dwa miejsca).

Oferta bezpośrednio od właściciela.
Współpraca z agencją możliwa przy prowizji od kupującego.

Zapraszam do obejrzenia tel. 69*******82

For sale
Attractive 2-room apartment 39.17m2 in Mokotów, in the business heart of Warsaw with free access to the gym and bike rental.

The apartment is located in a building with excellent, modern architecture, a gated estate, with 24-hour security, a green courtyard and a playground. On the ground floor there is a bus stop, grocery stores, restaurants, 300 meters to Biedronka and a modern school.

Property from 2017, carefully finished and furnished, after a general renovation and replacement of furniture with new ones - ready to move in.
Refined design, modernity and attention to detail distinguish it from others.

The apartment consists of a living room with a kitchenette, a cozy bedroom, a hall, a bathroom and a balcony.

The living room has a new large cozy sofa, 2 coffee tables, a silver console and paintings. The kitchen has household appliances - fridge-freezer, oven, induction hob, dishwasher, table with 4 chairs. In the bedroom there is a large comfortable bed with a container for bedding and a mattress, with two cabinets with night lamps and a 4-door wardrobe. In the hall there is a 3-door wardrobe, a mirror and a modern video intercom. Bathroom with shower, washbasin cabinet and washing machine. Balcony furniture on the balcony.

Furnishing and equipment are included in the price!

It is possible to buy a comfortable underground parking space for PLN 50,000. (two spaces available).

Offer directly from the owner.

Cooperation with the agency is possible with a commission from the buyer.

I invite you to view it by phone: 69*******82";Mokotów;2025-03-22;https://www.olx.pl/d/oferta/sprzedam-atrakcyjny-apartament-konstruktorska-warszawa-mokotow-CID3-ID14VE7b.html
669 000 zł do negocjacji;Cena za m²: 14084.21 zł/m²;47,50;2;2;Wtórny;;Blok;"OPIS
Lokalizacja: Warszawa Żoliborz ul.Braci Załuskich
Metraż: 47,50 m2
Piętro:2/10
Rok budowy: 1969
Liczba pokoii: 2

Oryginalnie trzypokojowe narożne mieszkanie na Sadach Żoliborskich.

Obecnie dwa pokoje zostały połączone w przestronny salon z wyjściem na balkon (można przywrócić ten układ). Dodatkowo kuchnia została częściowo otwarta i doskonale doświetla przestrzeń dzienną.
Oprócz salonu i kuchni, jest oczywiście sypialnia z przestronną szafą i łazienka .

Mieszkanie do remontu.
Na podłodze mozaika dębowa, nadaje się do cyklinowania.
Wymienione okna (PCV w naprawdę dobrym stanie)

Po remoncie instalacje wodno-kanalizacyjne. W budynku wymienione windy i zrobiony remont klatki schodowej na parterze. Budynek docieplony, otoczony zielenią.

Okna mieszkania wychodzą na Park Sady Żoliborskie.
W bliskiej odległości stacja metra ""Marymont"", przy ul. Broniewskiego linie tramwajowe i autobusowe.

Jest przynależna piwnica
Odrębna własność bez obciążeń (można zakupić na kredyt).
Czynsz administracyjny - 573 zł/mc";Żoliborz;2025-03-22;https://www.olx.pl/d/oferta/metro-marymont-ul-braci-zaluskich-park-sady-zoliborskie-winda-balkon-CID3-ID10neG1.html
797 000 zł do negocjacji;Cena za m²: 20035.19 zł/m²;39,78;1;1;Pierwotny;;Blok;"OPIS
Na sprzedaż mieszkanie 39,78 m² + balkon 8,53 m²
Lokalizacja: ulica Okrzei
Inwestycja: Na Okrzei
Powierzchnia: 39,78 m² + balkon 8,53 m²
Ilość pokoi – 1 z możliwością wydzielenia osobnego pokoju.
Piętro: 1 z 8
Stan: deweloperski
Forma sprzedaży: cesja umowy deweloperskiej
Czynsz – około 450 PLN

Oddanie: gotowe
Świetna lokalizacja:
Wyjątkowe położenie mieszkania, pozwala na bardzo łatwy i szybki dostęp, zarówno do centrum miasta, innych części Warszawy, Starówki, Stadionu Narodowego jak i na klimatyczne spacery wzdłuż wybrzeża Wisły. Dla aktywnych trasy rowerowe oraz mnóstwo miejsc do uprawiania sportów.
W odległości 400 metrów znajduje się stacja II linii Metra.

Ulica Okrzei w najbliższym czasie zostanie przebudowana i stanie się główną trasą łączącą prawą z lewą częścią Warszawy. Detale można znaleźć w internecie ""Ulica Okrzei w nowej odsłonie""

Atrakcje i usługi w okolicy:
• Inwestycja znajduje się w nowoczesnym i malowniczym Porcie Praskim
• Metro Dworzec Wileński – 400 m
• Park Praski
• Zoo
• Starówka
• Stadion Narodowy
• Bulwary Wiślane do których przechodzimy nowo wybudowaną kładką
• W najbliższej okolicy dostępna jest cała infrastruktura usługowo-handlowa za czele z licznymi restauracjami i barami.
Zapraszam do kontaktu.";Praga-Północ;;https://www.olx.pl/d/oferta/mieszkanie-na-sprzedaz-39-78-m-balkon-8-53-m-CID3-ID14QWKc.html
849 000 zł;Cena za m²: 14102.99 zł/m²;60,20;3;6;Wtórny;;Blok;"OPIS
3 POKOJOWE 60m ŁADNE mieszkanie z balkonem, oddzielną łazienką z oknem i WC
sprzedam pilnie.
Świetnie skomunikowane, Metro znajduje się 3 minuty pieszo , często kursuje, w 18 minut dojazd do np.Pałacu Kultury. Jak również wygodne połączenia autobusowe.
Mieszkanie ma funkcjonalny układ pomieszczeń.
Duży pokój można połączyć z widną kuchnią tworząc nowoczesne studio. Dzieli je tylko ścianka działowa. Balkon jest szeroki i jest wokół dużo przestrzeni . wszystkie pokoje są niezależne, korytarz jest przestronny i daje poczucie przestrzenności.
Mieszkanie znajduje się na 6 piętrze w 11 piętrowym budynku z lat 80tych. Wokół jest przestrzeń i światło, nie ma ściśniętych bloków.
Oddzielne wc, duża łazienka i szafa wnękowa w korytarzu.
Okna plastikowe wymienione. na podłodze mozaika dębowa do cyklinowania.
2 windy , domofon, duże podwórko, przestrzeń i zieleń.
Blisko sklepy, Ratusz Targówek, Szpital Bródnowski, przychodnie,w kilka minut bezpieczne dojście do szkoły podstawowej, która ma salę gimnastyczną i ogromne boisko, z którego można korzystać w weekendy , wszędzie blisko sklepy, Park Bródnowski / lodowisko i las dawne Grodzisko , świetne do rekreacji, niedaleko Centrum Handlowe Targówek / multipleks, Castorama i szybki wyjazd na trasę toruńską.
Świetna lokalizacja, mieszkanie bardzo wygodne i pozytywne do własnej aranżacji. Idealne na inwestycje, szybka możliwość wynajmu lub dla rodziny z dziećmi.
Polecam i zapraszam, ogłoszenie bezpośrednie od właściciela. Nie współpracujemy z pośrednikami, nie ma dodatkowych kosztów prowizji.";Targówek;;https://www.olx.pl/d/oferta/trzypokojowe-60m-ul-malborska-metro-kondratowicza-CID3-ID14I0lg.html
915 000 zł do negocjacji;Cena za m²: 19891.3 zł/m²;46;2;Parter;Pierwotny;;Blok;"OPIS
Na sprzedaz posiadam NOWE mieszkanie w stanie deweloperskim na nowoczesnym osiedlu Mokotow Wislany w Warszawie.

Osiedle jest kameralne, bardzo ładnie zagospodarowane: dużo zieleni, uroczych alejek z ławkami i urocze altanki, w których można się schronić przed słońcem. Niskie trzy - czteropiętrowe bloki oraz duże odległości między budynkami tworzą atrakcyjną przestrzeń do wypoczynku. Na osiedlu znajdują się kameralne place zabaw.

Mieszkanie jest 2 pokojowe z odzielna kuchnia. Istnieje mozliwosc urzadzenia jako 3pokojowe.

Miejsce postojowe podziemne wliczone w cenie zakupu.

Metraz mieszkania to 46m2 + ogrod: 77m2.

Mieszkanie godne polecenia.

Osoba prywatna, bez prowizji.";Mokotów;;https://www.olx.pl/d/oferta/nowe-2-3-pok-mokotow-wislany-duzy-ogrod-miejsce-postojowe-okazja-CID3-ID14Xkqf.html
1 350 000 zł;Cena za m²: 18493.15 zł/m²;73;3;3;Wtórny;;Blok;"OPIS
Ogłoszenie bezpośrednio od właściciela, wszystkim pośrednikom i agencjom dziękuję- proszę nie dzwonić!!

Podstawowe informacje:
Oferuję do sprzedania 3 pokojowe mieszkanie o powierzchni 73 m2. Lokal położony jest na trzecim piętrze w bloku z 2008 r. z windą. W skład mieszkania wchodzą trzy niezależne duże pokoje, oddzielna widna kuchnia, łazienka z wanną, toaleta, przedpokój oraz przestronny balkon.
Dadatkowym atutem mieszkania jest miejsce postojowe w podziemnym garażu dodatkowo płatne 40 000 zł (zakup nie obligatoryjny, oddzielna KW na garaż).Blokiem zarządza Wspólnota mieszkaniowa, jest monitoring oraz 24 h ochrona. Na poziome 0 liczne sklepy i punkty usługowe.

Opis mieszkania:

Mieszkanie posiada bardzo funkcjonalny układ pomieszczeń oraz jest bardzo przestronne , okna wychodzą na dwie strony budynku. Dwa pokoje i kuchnia wychodzą na ciche wewnętrzne patio. Od tej samej strony znajduje się też balkon, na którym można wypocząć na świeżym powietrzu w ciszy zdala od ulicznego ruchu.
Z dużego holu zabudowanego w pojemną szafę można dostać się do wszystkich pomieszczeń.
To idealny wybór dla rodziny 2+2
Dla zwolenników otwartych przestrzeni istnieje możliwość otwarcia kuchni na salon i stworzenia jednego przestronnego pomieszczenia
Kuchnia zabudowana i zrobiona pod wymiar przez stolarza (właściciela) z wykorzystaniem wysokiej jakości materiałów i sprzętu.
Pokoje wyposażone w duże pojemne szafy zapewniające dodatkowe miejsce do przechowywania.
Łazienka z wanną z możliwością wzięcia prysznica.
Stan techniczny lokalu jest dobry, można od razu się wprowadzić bez większych nakładów.

Lokalizacja:
Mieszkanie położone jest w świetnym punkcie komunikacyjnym, w samym sercu Sadyby.
Bliskie sąsiedztwo Parku Stanisława Dygata, czyni to miejsce idealnym dla rodzin z dziećmi. Dodatkowo w pobliżu znajdują się liczne place zabaw, szkoły w tym międzynarodowe, żłobki. Tuż obok znajduje się Centrum Handlowe Sadyba Best Mall, kino, kino IMAX – jedyne w Warszawie, poczta, apteka i liczne punkty handlowo-usługowe zapewniające dostęp do rzeczy pierwszej potrzeby. W bliskiej okolicy znajduje się Jeziorko Czerniakowskie.
Zapraszam do kontaktu i obejrzenia mieszkania";Mokotów;;https://www.olx.pl/d/oferta/3-pokoje-73-m2-w-swietnej-lokalizacji-na-sadybie-CID3-ID14HPz1.html
1 568 800 zł do negocjacji;Cena za m²: 26500 zł/m²;59,20;3;5;Wtórny;;Apartamentowiec;"OPIS
Słoneczny apartament 3 pokojowy o powierzchni 59,2 m2,
5 piętro, cichy, ekspozycja południowo wschodnia.

Najważniejsze atuty:

1. doskonała lokalizacja
Nieruchomość znajduje się w zespole budynków apartamentowych Nowa Marina Mokotów w otoczeniu parków. Doskonałe miejsce na spacery, bieganie, rower, aktywny wypoczynek. Przed budynkiem jest przystanek autobusowy. 15 min do centrum, 5 min do „Mordoru”. W pobliżu kryty basen. W parterze budynków znajduje ciąg usługowo-handlowy ze sklepami spożywczymi, podstawowymi usługami, gastronomią, paczkomatem 24h, przychodnią lekarską NFZ, siłownią, bankomatem. Osiedle posiada duży prywatny park.

2. funkcjonalny rozkład pomieszczeń
Mieszkanie z dwiema sypialniami, dwiema łazienkami, przedpokojem z wbudowaną szafą, kuchnia w aneksie otwarta na salon. Duża loggia o pow. 15,5 m2 wzdłuż całego mieszkania. Wejście do mieszkania rozdziela część nocną od dziennej.

3. wysoki standard wykończenia Wszystkie duże drewniane okna mają piękny widok i wychodzą na loggię, od strony dziedzińca z zadbanym ogrodem z drzewami Wysokość pomieszczeń 280 cm. Parkiet z olejowanego dębu po renowacji. W aneksie kuchennym ściana i blat ze spieku kwarcowego. Fronty szafek kuchennych orzech amerykański, łazienkowe fornir dębowy. Duża ilość wbudowanych szaf, pawlaczy i luster. W salonie grzejnik kanałowy w parkiecie.

4. dobry stan nieruchomości
mieszkanie użytkowane przez 4 lata. Budynek oddany do użytkowania przez Dom Development w listopadzie 2020 rok o wysokim standardzie wykończenia elewacji oraz holu wejściowego i klatki schodowej, z doskonale zaprojektowaną zadbaną zielenią wspólną, placami zabaw.

Miejsce postojowe w garażu dodatkowo płatne 80 000 zł.
Komórka lokatorska o pow. 4,3 m2 wysoka na 4 m, płatna 40 000 zł.

Czynsz wynosi około 960 zł

Serdecznie zapraszam do oglądania.";Mokotów;;https://www.olx.pl/d/oferta/sloneczny-apartament-na-nowej-marinie-mokotow-CID3-ID14XbQz.html
1 100 000 zł do negocjacji;Cena za m²: 16923.08 zł/m²;65;3;3;Wtórny;;Kamienica;"OPIS
Piękne mieszkanie w zabytkowej kamienicy Bolesława i Zofii Kazimierskich .

Nieruchomość położona jest w obrębie dzielnicy Wola, w części Młynów, w odległości 2.65km od centrum miasta (w linii prostej).

Na sprzedaż bezpośrednio trzypokojowe mieszkanie w kamienicy na trzecim piętrze z dwoma balkonami.
Jeden z balkonów przynależy do salonu i sypialni wychodzi na zielone podwórze. Drugi jest od strony ulicy Młynarskiej . Mieszkanie znajduje się na BLISKIEJ. Woli posiada piwnicę oraz wolnostojący garaż 19m2.

WIELKOŚĆ POMIESZCZEŃ-
SALON Z BALKONEM- 19,5M
SYPIALNIA- 14 M
GABINET Z BALKONEM- 10,5 M
KUCHNIA- 9M
KORYTARZ-7M
ŁAZIENKA-3,5M

BALKONY- OKOŁO 7,8M
PIWNICA-6M
GARAŻ-19 M

WYSOKOŚĆ MIESZKANIA-2,73M

Mieszkanie jest w pełni wyposażone i gotowe do zamieszkania . Wszystkie meble i sprzęty zostają dla nowego właściciela. W pobliżu przystanki tramwajowe , autobusowe , do metra Płocka około 800metrów. Pod kamienicą tramwaje , którymi dojedziemy do Centrum w 20 minut, plac Bankowy- 15 minut.
Blisko sklepy, przedszkola, szkoły , centra handlowe.

W mieszkaniu odnajdziemy klimat przedwojennej kamienicy Kamienica zadbana i czysta . Po remontach i wymianach wszystkich instalacji. W trakcie budowy wykorzystano solidne stropy KLEINA .Jest pod troskliwą opieką wspólnoty.
Mieszkanie posiada Księgę Wieczystą bez obciążeń .

Do ceny mieszkania należy doliczyć koszty garażu- 60 tys. Właściciel mieszkania staje się właścicielem garażu. - grunt należy do miasta - umowa dzierżawy przedłużana jest co kilka lat.

Czynsz z zaliczkami około 1050 zł- przy 3 osobach.

CENA DO DUŻEJ NEGOCJACJI.

ISTNIEJE TEŻ MOŻLIWOŚĆ KUPNA SAMEGO MIESZKANIA- BEZ GARAŻU";Wola;2025-03-21;https://www.olx.pl/d/oferta/63-metry-wola-mlynarska-dwa-balkony-plus-wolnostojacy-garaz-CID3-ID14gYUb.html
