price;price_per_meter;area;rooms;floor;market_type;furnished;building_type;description;district;date;url
595 000 zł;Cena za m²: 19476.27 zł/m²;30,55;1;2;Wtórny;Tak;Apartamentowiec;"OPIS
Apartament inwestycyjny przygotowany do wynajmu krótkoterminowego lub zamieszkania wraz z pełnym wyposażeniem to doskonała inwestycja, idealna dla tych, którzy chcą korzystać z gotowego produktu inwestycyjnego.
Nieruchomość zlokalizowana jest w Warszawie w dzielnicy Włochy. W budynku znajduje się lobby oraz pralnia samoobsługowa. Lokal znajduje się w pobliżu międzynarodowego Lotniska im. Fryderyka Chopina oraz dworca kolejowego, z doskonałym połączeniem do centrum Warszawy i głównych dróg wyjazdowych. Opłaty miesięczne wynoszą ok. 780 zł, w zależności od miesiąca. Mieszkanie jest obecnie wynajmowane po 4.000 zł / mc.

Lokal znajduje się na trzecim piętrze i składa się z:
- salon z aneksem kuchennym
- łazienka z wc i kabiną prysznicową

3-gwiazdkowy Varsovia Apartamenty Jerozolimskie w dzielnicy Włochy w Warszawie leży mniej niż 15 minut jazdy samochodem od takich atrakcji kulturalnych jak Muzeum Kolejnictwa. Ten 114-pokojowy hotel oferuje parking prywatny na swoim terenie.
Marynarska Point 1 jest 6 km od tego hotelu, natomiast Centrum Konferencyjne Euro Centrum jest zaledwie w 6 km stąd. Idealny dla osób poszukujących nowej wiedzy, Politechnika Warszawska znajduje się około 7 km od obiektu noclegowego. Zaledwie 7 km od hotelu mieści się Muzeum Powstania Warszawskiego. Najbliższy przystanek autobusowy Dojazdowa 02 leży w odległości 15-minutowego spaceru.

""Niniejsze ogłoszenie ma jedynie charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 § 1 Kodeksu cywilnego.""";Ochota;;https://www.olx.pl/oferta/apartament-inwestycyjny-warszawa-jerozolimskie-CID3-ID12hLR2.html
599 000 zł;Cena za m²: 15358.97 zł/m²;39;2;2;Wtórny;Tak;Blok;"OPIS
Sprzedam bezpośrednio dwupokojowe mieszkanie o powierzchni 39 m kwadratowych na dzielnicy Białołęka, osiedle Wrzosowa Aleja przy ul. Kartograficznej 82. Mieszkanie na drugim piętrze posiada dwa pokoje, w tym salon z aneksem kuchennym oraz pokojem z oddzielnym wejściem. Blok oddany do użytku 4 lata temu. Mieszkanie gotowe do zamieszkania. Posiadam dwa miejsca postojowe (dodatkowo płatne).";Białołęka;;https://www.olx.pl/oferta/sprzedam-dwupokojowe-mieszkanie-na-bialolece-bezposrednio-CID3-ID154N0c.html
698 800 zł;Cena za m²: 18634.67 zł/m²;37,50;2;9;Wtórny;Nie;Blok;"OPIS
--> Sprzedaż bezpośrednia --

Sprzedam bezpośrednio dwupokojowe mieszkanie (37,5 m2) w bardzo dobrej lokalizacji na Dolnym Mokotowie (Sielce) w pobliżu skrzyżowania ulic Dolnej, Sobieskiego, Chełmskiej i Belwederskiej.

-- Super komunikacja, szybki dojazd do centrum --

Lokal znajduje się w świetnym punkcie komunikacyjnym: do najbliższego przystanku autobusowego i tramwajowego jedynie 4 minuty na piechotę. Tramwajem dojedziemy na Placu Unii Lubelskiej jedynie w 7 minut, do stacji metra Politechnika w 13 minut, do samego centrum (metro Centrum) jedynie w 20 minut. Autobusem dojedziemy do Placu na Rozdrożu jedynie w 7 minut, do Placu Trzech Krzyży w 9 minut, do Nowego Światu (Foksal) jedynie w 12 minut.

-- Układ/budynek --

W skład mieszkania wchodzi:
- duży pokój dzienny z aneksem kuchennym oraz małym balkonem
- sypialnia z miejscem na duże łóżko oraz szafę
- łazienka z WC oraz dużą kabiną prysznicową (120x80)
- przedpokój

Lokal znajduje się na 9 piętrze z 10 (ekspozycja wschodnia, mieszkanie jest doświetlone). Na klatce dwie nowoczesne windy, monitoring, budynek przeszedł termomodernizację. Woda ciepła i zimna miejska, ogrzewanie miejskie. Mieszkanie jest bardzo ciepłe (środkowe).

-- Remont generalny --

Mieszkanie przeszło generalny remont, wszystko jest nowe. Wymieniona została całkowicie instalacja elektryczna (przygotowana pod 3 fazy), wodna oraz kanalizacyjna. Stare odpadające tynki zostały skute, na ich miejsce położone zostały nowe tynki oraz gładzie. Na podłogach zostały zrobione nowe wylewki samopoziomujące. Nowy aneks kuchenny został wyposażony w niezbędne sprzęty AGD: lodówkę w zabudowie, zmywarkę w zabudowie, piekarnik, płytę indukcyjną oraz pochłaniacz. Na podłodze w przedpokoju i łazience gres, w pokojach panele winylowe (klasa ścieralności 33).

-- Stan prawny --

Pełna właśność z księgą wieczystą bez obciążeń, można posiłkować się kredytem przy zakupie.

-- Osiedle --

Z mieszkania rozpościera się ładny widok na okolicę (ekspozycja wschodnia, dzięki czemu jest dużo światła). W pobliżu znajduje się niezbędna infrastruktura: Żabka, Carrefour pod blokiem, warzywniak 2 minuty na piechotę, biedronka i Rossmann 5 minut na piechotę, w okolicy również Restauracja Lotos, Bar Mleczny Wilanowski, kultowy Kurczak z Rożna przy Dolnej, fryzjer, poczta, stacja benzynowa (5 minut na piechotę). Miejsca parkingowe ogólnodostępne pod blokiem.

-- Zielona okolica --

W pobliżu znajdziemy szereg parków:
- park ze stawem przy Dolnej (4 minuty na piechotę)
- Park Promenada (9 minut na piechotę)
- Park Sielecki (10 minut na piechotę)
- Park Arkadia (12 minut na piechotę)
- Park Szustrów (12 minut na piechotę)
- Łazienki Królewskie (13 minut na piechotę)
- Park Morskie Oko (14 minut na piechotę)
- Park Dreszera (15 minut na piechotę)
- kompleks sportowy Warszawianka (15 minut na piechotę)";Mokotów;2025-03-29;https://www.olx.pl/oferta/mokotow-po-remoncie-generalnym-super-lokalizacja-komunikacja-zielen-CID3-ID14Y64T.html
1 667 000 zł;Cena za m²: 19611.76 zł/m²;85;3;1;Wtórny;Tak;Kamienica;"OPIS
Perełka w samym Centrum Warszawy!!!

Oferta na wyłączność, jeszcze nigdzie nie publikowana !!!
Warszawa ul.Koszykowa
1667000,00 PLN ( 19 611,00 m2pow) cena wraz z piwnicą .

Mieszkanie w odrestaurowanej kamienicy z 1953roku. Położone na pograniczu Ochoty i Śródmieścia.

Jedno z niewielu miejsc z możliwością parkingu na terenie zamkniętym kamienicy!!!
Wysokość pomieszczeń 3m.

3 pokoje
85 m2 powierzchni
Pierwsze piętro
Duza piwnica 12,7m 2
Teren zamknięty
Duzy ogród z placem zabaw
Miejsce postojowe na terenie zamkniętym ( jako dodatkowa opcja płatna oddzielnie) !!!

Ogrzewanie miejskie, wliczone w opłaty miesięczne czynszu do wspólnoty .
Miesięczny czynsz około 1300 PLN z zaliczkami za wodę i ogrzewanie.

Doskonały rozkład pomieszczeń!
Świetna oferta dla inwestora .


Zapraszam zainteresowanych do współpracy oraz prezentacji !!!

Współpracuje również z innymi agencjami!

Agnieszka";Ochota;2025-03-29;https://www.olx.pl/oferta/mieszkanie-kamienica-3-pok-parking-srodmiescie-CID3-ID1532rX.html
1 249 000 zł do negocjacji;Cena za m²: 22833.64 zł/m²;54,70;3;Parter;Wtórny;Tak;Apartamentowiec;"OPIS
Bezpośrednio sprzedam dwu lokalowe mieszkanie o powierzchni 54,7 m2 z 45 metrowym ogródkiem, położone na warszawskiej Woli przy ul. Ludwiki 4a – Inwestycja wybudowana przez Dom Development Apartamenty Ludwiki.

Lokal został podzielony na 2 niezależne mieszkania z odrębnymi licznikami.
Jedno dwu pokojowe a drugie to studio.

ISTNIEJE MOŻLIWOŚĆ ODLICZENIA VAT (RÓWNIEŻ PRZEZ OSOBY FIZYCZNE nieprowadzące działalności gospodarczej).

TO AŻ 287 000!!! KTÓRE MOGĄ WRÓCIĆ DO TWOJEJ KIESZENI!!!

Apartamenty już pracują w najmie krótkoterminowym a przychód wynosi niemal 15 000 miesięczne.

• 5 min. spacerem do metra Płocka
• Nowy piękny budynek z 2023 roku
• Ciche – okna na patio
• W pełni wyposażone (zmywarki, pralkosuszarki, telewizory)
• Status lokalu usługowego(zabezpieczenie w relacjach z najemcami)
• Duży ogródek w środku miasta

W przypadku szybkiej transakcji możliwość negocjacji ceny.

Zapraszam na Ltnieruchomości (instagram) lub LT_nieruchomości naFB. Tam znajdziecie Państwo wszystkie nasze nieruchomości.";Wola;;https://www.olx.pl/oferta/nowe-inwestycyjne-2-lokalowe-przy-metrze-CID3-ID14TdA8.html
390 000 zł;Cena za m²: 6283.23 zł/m²;62,07;3;3;Wtórny;Tak;Blok;"OPIS
Odstąpię partycypację TBS (zgoda TBS) mieszkania zlokalizowanego w Warszawie przy ul. Nasielskiej.
Mieszkanie dwupoziomowe w pełni umeblowane i wyposażone (lodówka, pralka, płyta gazowa, piekarnik elektryczny, zmywarka) o pow. 62,07m2 m², zlokalizowane na 3 piętrze w 3 piętrowym bloku.
Nieruchomość składa się :
- salon z aneksem kuchennym 29,96m2
- pokój 8m2
- pokój 10,22m2
- łazienka 4,37m2
- wc 3,3m2
- przedpokój 6,22m2
- dwa 5 metrowe balkony w tym jeden zabudowany
- piwnica

Dodatkowym atutem jest możliwość wynajęcia miejsca parkingowego w garażu podziemnym.

Doskonała lokalizacja, autobusy, blisko tramwaje, przedszkola, szkoła podstawowa, sklepy, poczta, apteka.";Praga-Południe;;https://www.olx.pl/oferta/mieszkanie-tbs-warszawa-3-pokojowe-dwupoziomowe-CID3-ID14HBJD.html
759 500 zł do negocjacji;Cena za m²: 15500 zł/m²;49;3;3;Wtórny;Tak;Blok;"OPIS
Przyszedł czas sprzedać nasze mieszkanko, gdyż zamarzył nam się dom pod Warszawą.
W związku z tym szukamy zainteresowanych zamieszkaniem w klimatycznym mieszkaniu, fajnymi sąsiadami i super lokalizacji :)

Mieszkanie zlokalizowane jest przy i składa się z trzech niezależnych pokoi, osobnej kuchni z oknem i łazienki.
Mieszkanie zlokalizowane jest na 3 piętrze z 6, rozkład pokoi na obie strony.
Blok wybudowany w 1962 r., pełna własność nieruchomości. Mieszkanie posiada księgę wieczystą, możliwość kredytowania.
Windy i klatki schodowe zostały odnowione w zeszłym roku.
Do mieszkania przynależy piwnica.
Na parterze w bloku znajdują się lokale usługowe oraz sklepy.
Mieszkańcy parkują pod blokiem z kartą mieszkańca.

Mieszkanie znajduje się w świetnej lokalizacji przy ul Wolskiej 111, tuż przy Parku Szymańskiego, a w bliskiej okolicy znajdują się jeszcze inne, piękne parki (Moczydło, Powstańców Warszawy, Sowińskiego). Przy osiedlu jest wiele dostępnych połączeń komunikacyjnych (PKP, autobusy, tramwaje, metro) przystanek PKP Wola Wolska. Do metro Płocka są 2 przystanki lub spacerkiem w 5 minut.

Cena 759 500,00 PLN
Zapraszamy do kontaktu!
Agencjom dziękujemy!";Wola;2025-03-29;https://www.olx.pl/oferta/sprzedam-dwustronne-mieszkanie-3-pokojowe-oddzielna-kuchnia-CID3-ID1530qC.html
592 500 zł do negocjacji;Cena za m²: 19750 zł/m²;30;2;8;Wtórny;Tak;Blok;"OPIS
Na sprzedaż komfortowe, świeżo wyremontowane mieszkanie o powierzchni 30 m², zlokalizowane na Bemowie, przy ul. Synów Pułku. To doskonała propozycja zarówno dla singla, pary, jak i inwestora czy starszej osoby. Nowy właściciel nie musi martwić się kosztownym, czasochłonnym i uciążliwym remontem – wszystko jest już gotowe!

Najważniejsze atuty mieszkania:
Księga Wieczysta
Generalny remont – nowe instalacje, podłogi, ściany oraz stylowe wykończenie
Funkcjonalny układ – jasna przestrzeń optymalnie zaprojektowana
Bezplatny parking
Świetna lokalizacja – w pobliżu sklepy spożywcze, restauracje, fast foody, apteka, szkoły, urzędy
Doskonała komunikacja – szybki dojazd do centrum tramwajem, autobusem oraz bliskość metra
Komórka lokatorska w cenie
2 windy w budynku

Mieszkanie jest wyposażone w meble kuchenne i wykończoną łazienkę/wc– idealne dla osób szukających komfortowego i dobrze skomunikowanego miejsca do życia.. Nie czekaj, umów się na prezentację. 6 6 1 2 5 9 4 1 3.";Bemowo;2025-03-29;https://www.olx.pl/oferta/twoje-mieszkanie-w-nowym-stylu-CID3-ID14WKfS.html
1 099 000 zł;Cena za m²: 18948.28 zł/m²;58;3;5;Wtórny;Tak;Blok;"OPIS
***English below***

Mieszkanie trzypokojowe po gruntownym remoncie w pełni wyposażone w nowe meble i AGD. Gotowe do wprowadzenia, jeszcze nikt w nim nie mieszkał, wszystko jest zupełnie nowe i świeże.

Wyodrębniono podział na strefę: dzienną z aneksem kuchennym, sypialnię z szafami, pokój dla dziecka lub na gabinet i łazienkę.

Doskonała lokalizacja: w zasięgu spaceru znajduje się Metro Rondo ONZ M2 oraz Metro Ratusz-Arsenał M1, tramwaje oraz autobusy, a także Dworzec Centralny i Złote Tarasy. Szybki dojazd do centrum biznesowego na Grzybowskiej i Alei Jana Pawła

Budynek z ochroną, bardzo dobrze utrzymany w spokojnej okolicy. Wokół budynku cisza i zieleń.

Idealne dla rodziny z dzieckiem lub pary i osób pracujących zdalnie, szukających mieszkania, w którym znajdzie się dodatkowe miejsce na gabinet. Ciche i jasne, z pięknym widokiem na Warszawę.

Sprzedaż bezpośrednia - oszczędność na prowizji!

MOŻNA KREDYTOWAĆ

Powierzchnia: 58 m2
Czynsz: ok. 1000
Cena: 1 099 000
Osobno wyposażenie: 30 000 zł (AGD, meble)

ZALETY:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Po generalnym remoncie
Idealne dla pary z dzieckiem

MIESZKANIE
Nowe i komfortowe po gruntownym remoncie
Jasne, dwustronne, z pięknym widokiem na Warszawę
Nowe instalacje elektryczne, wod-kan, wymienione okna

LOKALIZACJA: ul. Ogrodowa
3 min autem do Złotych Tarasów
5 min tram do Dw. Centralnego
6 min autem do Fabryki Norblina
9 min spacerem do stacji Metro ONZ M2 i Ratusz-Arsenał M1
10 min komunikacją do Uniwersytetu Warszawskiego

BUDYNEK
Ochrona
Wymienione piony
Bardzo zadbany budynek

Zadzwoń i zobacz mieszkanie na żywo :)

Z góry bardzo dziękuję za nie wysyłanie SMSów ani wiadomości w portalu przy pierwszym kontakcie – bardzo proszę dzwonić. Dziękuję :)

*Pośredników zapraszam wyłącznie z zainteresowanym klientem.

Nie zgadzam się na powielanie tego ogłoszenia, kopiowanie treści i wykorzystywanie zdjęć w jakikolwiek sposób. Stanowią one własność intelektualną ogłoszeniodawcy. Nauczony doświadczeniem wszelkie naruszenia podaję niezwłocznie do sądu.

ENGLISH
Three-room apartment after full renovation, fully equipped with brand new furniture and appliances. Ready to move in, no one has lived in it yet – everything is brand new and fresh.

The space is divided into: a living area with a kitchen, a bedroom with wardrobes, a room for a child or home office, and a bathroom.

Excellent location: within walking distance to Metro Rondo ONZ (M2) and Metro Ratusz-Arsenał (M1), trams and buses, as well as Central Station and Złote Tarasy shopping mall. Quick access to the business center on Grzybowska Street and Jana Pawła Avenue.

The building has security and is very well maintained, located in a quiet and green area.

Perfect for a family with a child, a couple, or people working remotely who need an extra room for a home office. Quiet and bright, with a beautiful view of Warsaw.

Direct sale – no agent commission!

MORTGAGE POSSIBLE

Size: 58 m²
Maintenance fee: approx. 1000 PLN
Price: 1,099,000 PLN
Furnishings (appliances, furniture): +30,000 PLN

ADVANTAGES:
M2 Rondo ONZ
M1 Ratusz-Arsenał
Fully renovated
Perfect for a couple with a child

APARTMENT
New and comfortable after full renovation
Bright, two-sided, with a beautiful view of Warsaw
New electric and plumbing systems, new windows

LOCATION: ul. Ogrodowa
3 min by car to Złote Tarasy
5 min by tram to Central Station
6 min by car to Norblin Factory
9 min walk to Metro ONZ (M2) and Ratusz-Arsenał (M1)
10 min by public transport to University of Warsaw

BUILDING
Security
New plumbing risers
Very well maintained building

Call and come see the apartment in person :)

Please kindly do not send SMS or portal messages as first contact – please call. Thank you :)";Śródmieście;2025-03-29;https://www.olx.pl/oferta/metro-onz-m2-ratusz-m1-po-remoncie-ogrodowa-english-CID3-ID157Kns.html
780 000 zł do negocjacji;Cena za m²: 13588.85 zł/m²;57,40;3;1;Wtórny;Tak;Blok;"OPIS
Sprzedam mieszkanie 57,40 m², 3 pokoje, 1 łazienka - z oknem, 1 WC - oddzielnie,
loggia z widokiem na zadrzewiony skwer.

Lokal z potencjałem , z dobrym rozkładem pomieszczeń, widny i cichy.
Usytuowany na I piętrze w 10 poziomowym wieżowcu.
W pobliżu - przedszkola, żłobki, sklepy, przychodnia, bazar Bakalarska, zielone tereny rekreacyjne.
Bardzo dobra komunikacja do centrum Warszawy (tramwaj, autobus).
Ponadto w bliskiej odległości stacja PKP Rakowiec, a w nieco dalszej stacja Raków kolejki WKD.
Rok budowy 1975, dwie windy, blok zadbany, ocieplony, piwnica.
Stan lokalu - do remontu.
Cena 780 000 zł - do rozsądnej negocjacji.
Adres 1-Sierpnia 38A.

Kontakt telefoniczny 45*******25 do godziny 22:00,
Preferowane smsy - oddzwonię.
Oferta wyłącznie do bezpośredniej sprzedaży, agentom stanowczo dziękujemy.";Ochota;2025-03-29;https://www.olx.pl/oferta/mieszkanie-57-m2-do-remontu-warszawa-ochota-wlochy-CID3-ID151Hk1.html
739 995 zł;Cena za m²: 18974.23 zł/m²;39;2;5;Wtórny;Tak;Blok;"OPIS
Na sprzedaż nowoczesne dwupokojowe mieszkanie po generalnym remoncie, wykończone w wysokim standardzie. Umiejscowione przy ul. Malawskiego na warszawskim Mokotowie.

Sprzedaż bezpośrednia.

Mieszkanie składa się z:
- salonu z aneksem kuchennym z wyjściem na balkon,
- przestronnej sypialni,
- komfortowej łazienki z kabiną prysznicową,
- holu z miejscem na szafę,
- piwnicy.

Remont obejmował:
- wymiana instalacji elektrycznej oraz wodno-kanalizacyjnej,
- gipsowanie,
- wylewki samopoziomujące,
- położenie nowej trójwarstwowej deski podłogowej,
- wymiana drzwi wewnętrznych,
- generalny remont łazienki (gres, armatura, ceramika),
- wyposażenie kuchni w zabudowę meblową wykonaną pod wymiar oraz sprzęt AGD indukcja, piekarnik, mikrofalówka, zmywarka (sprzęty marki Whirlpool),
- wymiana okien.
Wszystko to pod nadzorem doświadczonej ekipy remontowej.

Budynek:
Mieszkanie znajduje się w bloku z 1970 roku, zadbana klatka schodowa, elewacja oraz piwnice. Budynek po ociepleniu, wymianie pionów wodno-kanalizacyjnych.

Kierunek okien: wschód.

Lokalizacja:
Szybki dojazd do centrum biznesowego ""Mordor""
Bliskość małych i dużych sklepów (Żabka 100m)
Galeria Handlowa Westfield Mokotów (1,8 km)
Restauracje, kawiarnie (100m)
Komunikacja: przystanek autobusowy (70m) i przystanek tramwajowy (700m), stacja PKP Żwirki i Wigury

Opłaty: miesięczny czynsz wynosi 580 złotych.

Parkowanie:
Możliwość wynajęcia miejsca parkingowego na pobliskim parkingu osiedlowym.

Możliwość posiłkowania się kredytem przy zakupie, założona księga wieczysta.

Mieszkanie wyremontowałem zgodnie z własnymi potrzebami, aby stało się idealnym miejscem do życia. Mieszkanie jest gotowe do zamieszkania.

Chętnie udzielę więcej informacji oraz umówię się na prezentacje.";Mokotów;;https://www.olx.pl/oferta/2-pokoje-39m-wysoki-standard-CID3-ID14Ulmc.html
758 000 zł;Cena za m²: 19947.37 zł/m²;38;2;3;Wtórny;Tak;Kamienica;"OPIS
Sprzedaż bezpośrednia - oszczędność na prowizji!

Dwupak kawalerek, czyli gotowe mieszkanie inwestycyjne po gruntownym remoncie. Jest kompleksowo przygotowane do wynajmu i w pełni wyposażone w nowe meble i AGD.

Jeszcze nikt w nim nie mieszkał, wszystko jest zupełnie nowe i świeże. Można wynajmować obie kawalerki lub w jednej zamieszkać, a druga zarabia na wynajmie.

Dwie kawalerki są na jednej księdze wieczystej w związku z czym konieczny jest zakup 2 kawalerek. Brak możliwości zakupu 1 kawalerki.

Lubiana lokalizacja na bliskiej Woli przy ul. Nowolipie - ze świetną komunikacją tramwajową i metrem. Bardzo dobry dojazd do centrum biurowego przy rondzie Daszyńskiego i do najważniejszych uczelni.

Zadbany budynek z cegły z lat 50. Bardzo dobrze utrzymany w cichej, spokojnej i zielonej okolicy. Wokół liczne sklepy oraz szereg knajpek i usług.

Mieszkanie idealne na rozsądną inwestycję na wynajem długo lub krótkoterminowy. Gwarantowany zysk i bezpieczna ochrona Twoich pieniędzy przed inflacją!

Informacje dla pośredników na dole ogłoszenia!

Metraż łącznie: ok. 38 m2
w tym:
-samo mieszkanie: 36 m2
-piwnica należąca do mieszkania: ok. 2 m2

ZALETY:
- bliska Wola - Młynów
- KW - pełna własność, grunt uregulowany
- Idealne pod wynajem dla osób pracujących lub studentów
- Blisko tramwaje i metro
- Zmaksymalizowana stopa zwrotu dzięki podziałowi na 2 niezależne jednostki

MIESZKANIE
-posiada piwnicę
-zadbana kamienica
-woda i ogrzewanie miejskie
-nowe i komfortowe po generalnym remoncie
-nowe instalacje elektryczne i hydrauliczne, nowe meble, szafy i AGD

LOKALIZACJA
-2 min spacerem do tramwaju
-5 min autem do Centrum
-10 min do Starego Miasta
-8 min do Dworca Centralnego
-12 min do Metro Ratusz M1
-15 min do Uniwersytetu Warszawskiego
-10 min komunikacją do Metro ONZ M2

BUDYNEK
-Klimatyczny budynek z cegły
-Klatka w bardzo dobrym stanie
-Wyremontowana elewacja z ociepleniem

Zadzwoń i zobacz mieszkanie na żywo :)

Mieszkanie: 369 000 x 2 = 758 000 zł
Osobno płatne wyposażenie, AGD i meble: 59 000 zł
Łączna inwestycja: 797 000 zł

Przychód z wynajmu długoterminowego: 3 100 x 2 = 6 200 zł

Koszty miesięczne do wspólnoty: 450 zł
Koszty miesięczne - energia, internet: 200 zł

Dochód miesięczny: 5 750 zł
Dochód roczny: 69 000 zł

Stopa zwrotu: 8,7%

Z góry bardzo dziękuję za nie wysyłanie SMSów ani wiadomości w portalu przy pierwszym
kontakcie – bardzo proszę dzwonić. Dziękuję :)

*Pośredników zapraszam wyłącznie z zainteresowanym klientem.

Nie zgadzam się na powielanie tego ogłoszenia, kopiowanie treści i wykorzystywanie zdjęć w jakikolwiek sposób. Stanowią one własność intelektualną ogłoszeniodawcy. Nauczony doświadczeniem wszelkie naruszenia podaję niezwłocznie do sądu";Wola;2025-03-29;https://www.olx.pl/oferta/2-piekne-kawalerki-po-remoncie-bliska-wola-pewna-inwestycja-CID3-ID157LAq.html
